numero;b1;b2;b3;b4;b5;i1;i2;i3;i4;i5;n1;n2;n3;n4;n5;g1;g2;g3;g4;g5;o1;o2;o3;o4;o5
5949;4;2;10;8;12;17;21;30;29;20;39;31;0;40;37;59;54;49;48;60;61;71;74;70;68
5950;14;4;7;5;12;23;26;30;22;18;38;39;0;33;43;59;55;51;52;58;75;62;73;69;67
5951;2;12;5;7;3;28;25;29;20;19;39;36;0;33;43;51;56;58;59;53;66;68;64;73;74
5952;14;10;3;7;8;24;30;19;26;22;35;44;0;34;36;48;54;57;53;60;67;71;62;64;65
5953;10;1;12;3;8;24;22;16;29;21;36;41;0;34;38;59;49;53;55;58;63;71;61;73;68
5954;14;5;12;3;8;16;29;30;18;17;40;34;0;41;43;56;59;60;51;54;65;72;69;74;64
5955;3;13;11;4;2;28;25;16;27;19;37;33;0;35;39;52;55;47;57;56;63;64;65;70;69
5956;12;2;3;4;6;22;23;24;27;25;44;33;0;32;36;56;48;54;55;57;67;68;65;73;62
5957;11;12;14;9;3;26;18;24;21;19;39;36;0;40;32;60;54;55;58;52;67;75;69;68;73
5958;4;7;10;8;14;21;19;22;29;24;42;35;0;44;41;52;56;48;54;57;66;73;74;70;61
5959;3;1;6;12;5;20;21;28;24;29;42;32;0;35;39;57;47;51;58;56;73;66;62;64;69
5960;12;8;15;1;4;17;22;25;30;16;42;33;0;43;44;50;47;52;56;55;70;67;75;66;68
5961;12;7;10;5;13;22;16;28;23;19;32;36;0;35;43;47;59;53;58;55;64;63;71;69;72
5962;12;10;4;9;5;26;25;23;29;30;40;38;0;44;35;57;49;58;56;46;63;65;68;66;74
5963;9;7;1;8;11;19;29;28;18;23;41;45;0;37;42;51;54;58;50;56;68;73;71;70;74
5964;8;1;10;3;4;17;19;27;24;22;37;40;0;41;42;51;53;49;55;48;63;71;70;68;75
5965;12;14;2;3;13;25;21;24;22;18;33;34;0;35;36;58;50;59;57;47;67;70;63;72;64
5966;7;4;15;13;10;20;24;23;28;29;39;33;0;42;40;57;54;52;47;53;73;74;66;72;62
5967;4;1;5;2;8;27;29;28;21;24;31;43;0;42;32;51;54;47;55;48;74;64;69;66;61
5968;1;9;7;2;5;22;27;29;23;18;42;39;0;43;37;49;51;48;59;47;66;61;73;62;70
5969;4;13;2;15;3;23;29;26;24;30;38;36;0;37;41;58;56;47;53;51;65;61;74;69;70
5970;8;7;1;13;11;18;24;21;29;30;43;31;0;39;44;55;60;56;46;48;65;71;67;61;62
5971;3;1;9;13;10;21;23;24;29;22;37;31;0;35;36;46;53;59;49;47;64;67;66;69;72
5972;6;11;14;10;1;22;20;28;25;24;42;33;0;35;36;50;59;51;53;49;63;65;61;66;73
5973;10;8;12;15;11;25;22;29;27;24;41;33;0;42;37;56;57;59;54;47;68;61;69;73;75
5974;9;7;4;6;11;16;28;19;17;27;41;34;0;44;36;59;51;56;46;48;62;68;71;66;69
5975;1;6;14;12;5;27;26;22;20;28;43;39;0;33;45;46;57;55;54;50;71;67;68;66;62
5976;3;2;6;13;15;29;23;22;26;20;35;44;0;42;43;48;57;46;47;55;70;75;73;71;68
5977;3;5;14;6;4;24;23;17;21;22;42;38;0;45;31;52;53;57;50;46;62;66;72;65;70
5978;9;8;11;5;6;26;24;22;19;16;42;36;0;38;43;50;59;55;54;47;65;73;62;71;74
5979;12;5;9;2;14;22;18;25;27;24;45;43;0;40;36;51;52;58;48;59;71;62;70;67;66
5980;9;4;12;15;8;25;29;28;19;27;40;39;0;38;43;50;57;59;52;51;66;62;67;72;74
5981;14;7;1;5;3;28;18;30;25;22;34;37;0;31;36;60;47;57;51;59;61;64;75;65;62
5982;4;13;2;14;9;21;28;19;18;16;35;44;0;39;31;54;56;57;50;46;61;72;69;67;65
5983;8;9;7;2;10;25;18;29;16;17;40;31;0;38;33;54;55;58;52;49;74;68;61;75;62
5984;10;4;5;3;8;17;30;20;22;29;40;38;0;43;36;51;56;60;50;52;67;68;69;66;64
5985;9;15;6;8;14;29;22;23;27;24;39;43;0;35;33;48;52;55;60;46;67;73;74;71;68
5986;5;11;3;6;4;27;18;30;25;22;35;39;0;43;42;49;59;50;57;47;61;74;62;73;75
5987;10;1;2;11;6;21;27;29;23;17;32;33;0;42;34;56;54;55;51;58;71;62;65;69;68
5988;7;6;1;13;4;24;28;18;19;26;38;40;0;34;44;47;54;52;55;50;69;64;63;65;70
5989;3;6;4;10;13;21;17;25;29;19;41;33;0;34;42;49;51;46;47;53;72;61;64;71;68
5990;9;11;6;4;3;17;30;29;24;21;39;37;0;36;35;48;56;59;46;58;73;75;63;72;69
5991;10;5;9;12;2;27;24;28;20;21;38;39;0;33;32;53;58;50;55;56;69;67;65;74;61
5992;7;12;6;10;15;19;23;25;28;18;42;32;0;37;33;55;49;57;51;59;63;64;65;70;68
5993;1;3;10;14;2;28;30;27;24;20;41;44;0;31;38;57;59;51;48;53;70;71;61;64;74
5994;8;2;4;3;10;16;27;20;29;18;34;45;0;36;41;50;56;51;46;54;70;74;62;71;66
5995;4;13;7;1;2;28;26;29;17;21;40;43;0;45;39;59;49;54;51;53;71;62;73;70;74
5996;2;12;8;1;13;20;19;26;24;29;42;35;0;41;45;54;57;50;49;60;70;69;68;63;67
5997;7;5;14;2;1;29;23;28;26;19;31;34;0;38;39;53;55;54;56;50;68;62;67;64;61
5998;4;9;11;12;14;16;18;22;26;27;39;42;0;36;45;50;56;47;55;58;69;61;62;71;74
5999;1;3;12;10;4;16;25;26;19;28;44;32;0;33;41;59;55;57;51;48;72;75;64;68;62
6000;9;14;15;6;1;19;29;22;18;23;36;31;0;44;32;55;48;60;56;46;74;68;66;71;72
6001;5;13;11;3;15;20;25;17;21;23;43;36;0;42;31;52;57;54;46;47;64;70;68;62;72
6002;2;6;13;15;10;26;29;19;17;24;40;31;0;32;42;50;56;55;58;59;66;61;65;72;68
6003;8;1;5;6;14;29;22;28;24;16;34;40;0;32;41;58;54;51;46;60;63;65;73;62;70
6004;3;7;9;4;15;28;22;16;18;17;44;38;0;32;39;46;47;54;56;53;70;67;69;66;72
6005;2;8;6;1;10;21;17;26;16;19;37;31;0;34;33;50;48;47;56;51;67;63;71;62;68
6006;10;2;3;7;6;19;18;25;17;26;32;40;0;43;42;57;49;51;60;53;69;61;71;64;65
6007;8;9;1;12;3;16;27;21;18;25;35;39;0;42;41;51;52;53;59;50;70;68;64;67;63
6008;8;13;7;10;3;27;19;16;23;17;34;42;0;31;41;47;49;60;48;59;64;62;70;68;65
6009;15;5;13;6;11;24;23;17;29;26;36;40;0;44;42;47;49;52;46;55;63;72;69;61;70
6010;2;9;12;14;1;28;16;17;30;18;40;41;0;43;44;58;52;54;59;53;64;66;69;67;74
6011;3;4;8;2;13;30;20;19;17;25;36;33;0;39;41;49;50;51;55;54;68;62;67;71;61
6012;15;8;14;11;10;19;21;17;16;28;42;39;0;32;37;46;56;60;57;51;65;73;64;75;68
6013;13;8;11;3;7;21;29;16;25;26;31;39;0;44;35;49;51;52;50;60;73;61;70;66;75
6014;11;13;8;3;10;18;28;21;29;19;31;44;0;42;36;47;60;50;54;52;65;73;63;64;61
6015;10;1;13;5;3;19;17;20;27;23;34;43;0;36;35;54;56;52;51;60;64;69;72;63;66
6016;7;9;6;14;1;26;29;20;19;17;36;38;0;39;34;54;50;52;49;48;74;73;63;62;65
6017;6;11;7;3;14;21;22;25;17;23;42;37;0;33;43;51;57;59;54;48;72;66;61;74;68
6018;8;9;14;15;1;16;23;27;25;26;37;42;0;40;41;55;52;57;49;53;69;61;74;75;73
6019;14;9;12;7;5;26;20;23;17;16;32;35;0;41;33;60;55;58;48;53;62;63;72;61;69
6020;8;14;10;5;1;18;21;28;16;17;35;44;0;41;45;55;47;52;60;49;64;66;61;74;73
6021;15;8;10;9;4;17;21;22;26;18;35;44;0;43;40;51;55;49;53;58;63;71;69;62;61
6022;10;3;14;12;8;30;18;16;20;21;39;31;0;37;43;53;58;46;49;55;73;74;70;68;67
6023;14;2;1;11;5;18;30;20;24;19;39;43;0;41;36;48;53;59;49;52;67;63;73;72;69
6024;14;3;13;10;6;22;23;20;27;17;42;45;0;40;36;57;46;50;51;60;62;68;61;64;74
6025;1;9;11;4;8;22;23;19;24;26;35;31;0;41;40;50;58;52;57;55;61;62;74;68;73
6026;3;4;11;12;14;25;17;28;30;26;31;44;0;40;34;58;47;55;49;48;75;70;74;73;61
6027;13;3;15;12;6;22;23;26;17;19;45;38;0;33;37;59;55;54;56;46;67;70;66;71;61
6028;11;2;1;14;8;18;23;28;26;16;38;32;0;43;35;49;51;47;57;54;62;65;74;66;68
6029;4;13;1;12;14;18;23;22;28;21;39;42;0;32;35;56;49;55;54;52;72;66;64;68;62
6030;4;5;2;8;10;26;27;23;21;20;34;42;0;36;44;52;59;54;48;46;66;70;72;67;64
6031;13;11;4;3;7;29;17;16;25;19;41;44;0;40;32;47;48;53;49;56;64;61;73;68;71
6032;10;7;6;5;11;17;28;18;21;26;33;34;0;43;42;47;60;59;48;49;62;70;73;66;65
6033;4;15;3;7;5;23;21;27;17;30;38;44;0;39;45;50;59;53;54;55;64;63;67;68;66
6034;12;1;13;11;4;27;24;28;16;17;38;44;0;33;42;57;51;54;52;48;73;61;67;66;69
6035;9;8;7;10;1;21;27;24;26;23;33;44;0;36;38;56;50;55;49;47;68;75;64;66;71
6036;10;7;9;6;5;16;19;22;20;17;42;38;0;32;34;47;59;52;50;46;67;64;65;72;74
6037;5;1;8;10;7;28;23;18;17;29;37;39;0;44;35;46;49;57;59;51;74;61;71;62;65
6038;5;1;14;8;2;16;30;21;26;24;31;35;0;41;38;46;48;56;47;54;66;63;68;75;73
6039;9;1;7;4;10;27;25;22;20;18;33;35;0;43;36;54;58;55;49;50;69;68;63;64;62
6040;7;3;1;15;2;30;27;18;16;25;42;44;0;31;35;47;52;58;60;55;65;71;72;64;68
6041;11;2;10;13;5;24;20;25;23;17;40;31;0;34;36;56;47;48;46;60;69;74;73;71;67
6042;5;10;13;11;15;26;17;21;28;23;44;41;0;34;45;50;58;56;52;49;74;70;69;75;73
6043;14;1;8;4;2;27;18;25;19;24;33;34;0;44;43;49;52;56;55;47;67;74;75;64;69
6044;13;14;10;11;15;22;21;18;20;19;43;41;0;35;42;57;56;54;59;49;72;62;71;61;67
6045;13;9;6;3;4;28;17;22;27;25;36;40;0;37;32;46;50;60;58;48;61;69;70;73;66
6046;8;12;9;6;11;28;16;29;19;30;42;39;0;38;32;46;50;54;53;49;69;71;61;74;68
6047;11;4;7;15;3;28;16;17;24;22;40;38;0;41;35;59;58;46;48;50;75;73;66;64;65
6048;5;14;3;10;12;18;19;20;16;23;31;41;0;44;37;57;48;56;53;59;72;69;61;74;73
6049;6;7;13;11;10;29;17;19;18;25;43;41;0;36;33;52;57;51;48;46;70;63;65;64;72
6050;1;3;2;8;14;19;24;27;22;17;31;42;0;33;36;55;58;59;46;57;67;71;73;70;62
6051;13;9;5;11;7;21;23;27;17;22;35;41;0;33;42;50;46;48;54;53;71;66;64;73;72
6052;11;4;2;9;10;20;23;18;19;29;32;45;0;43;39;51;58;57;56;47;65;64;67;66;68
6053;6;11;15;10;5;24;20;27;29;22;37;45;0;31;41;53;47;51;52;56;68;66;71;73;74
6054;6;7;14;4;3;22;25;18;28;29;45;31;0;39;41;47;55;50;60;57;64;68;61;72;65
6055;1;2;6;3;5;24;28;18;23;26;44;37;0;32;35;46;49;59;60;48;61;63;66;69;68
6056;7;11;14;1;2;28;20;19;16;22;34;33;0;38;39;51;49;48;57;50;63;68;70;62;67
6057;8;1;13;9;10;25;18;19;27;21;32;41;0;40;38;55;58;56;59;47;62;64;72;67;70
6058;3;6;4;10;14;29;22;17;21;25;37;39;0;35;31;53;47;49;48;56;68;67;71;64;63
6059;12;11;6;13;9;23;29;17;30;20;42;40;0;43;36;51;57;60;56;52;69;73;66;74;71
6060;8;11;1;5;7;28;23;20;26;19;43;41;0;33;40;53;59;57;55;46;61;64;71;74;72
6061;1;13;10;6;3;28;18;17;24;16;35;36;0;32;31;57;55;48;51;53;71;64;73;74;63
6062;4;10;3;12;9;29;16;24;28;23;31;45;0;41;32;57;56;47;54;51;64;61;72;71;68
6063;7;3;6;13;10;29;23;25;22;19;38;43;0;31;36;56;47;50;59;53;69;73;65;61;63
6064;2;15;13;6;14;20;28;19;21;29;35;34;0;44;42;52;53;57;50;58;73;63;74;72;70
6065;13;14;4;1;12;23;17;16;26;20;34;44;0;37;33;49;46;48;56;55;73;70;72;69;67
6066;4;10;11;8;13;17;16;25;19;24;33;42;0;45;40;59;49;51;56;53;68;70;74;61;67
6067;4;8;10;1;7;28;23;22;24;26;31;45;0;40;41;50;47;57;60;54;74;66;68;61;70
6068;1;10;14;6;2;19;21;18;27;23;38;41;0;40;42;53;55;59;48;52;73;68;70;74;65
6069;13;4;11;3;5;23;28;26;17;20;31;37;0;39;38;55;46;50;51;59;71;69;61;65;63
6070;4;11;8;3;10;22;18;28;24;29;33;40;0;31;35;50;49;53;56;47;68;61;65;67;64
6071;12;13;15;9;5;28;26;21;25;22;43;38;0;34;40;56;57;58;55;51;74;66;72;68;70
6072;9;2;15;11;10;22;19;16;20;28;35;31;0;45;40;55;49;58;48;59;62;66;70;74;72
6073;5;7;14;2;12;28;23;18;26;19;39;44;0;36;35;56;60;52;57;55;70;62;74;69;71
6074;15;10;2;12;8;17;28;20;27;24;35;37;0;31;41;60;57;54;53;58;70;69;64;67;68
6075;7;14;2;1;11;30;17;27;19;26;39;42;0;37;43;56;51;52;53;54;64;66;72;62;71
6076;3;10;8;11;7;22;27;29;30;28;33;38;0;34;41;46;56;47;59;48;75;65;69;73;68
6077;4;11;7;2;14;18;27;20;22;16;38;43;0;45;31;51;49;58;59;57;64;69;63;73;74
6078;15;12;11;1;14;26;18;20;25;29;43;31;0;37;44;52;47;57;58;49;65;67;74;71;72
6079;6;14;7;9;10;28;26;27;16;22;34;33;0;38;41;53;60;55;57;47;75;74;61;63;69
6080;5;1;7;8;2;21;26;20;24;27;42;32;0;44;38;55;54;46;49;50;75;68;66;63;70
6081;5;8;4;3;6;22;20;16;18;30;43;31;0;32;37;49;48;52;56;55;61;62;71;69;73
6082;11;8;4;12;2;27;26;29;19;25;44;42;0;31;39;50;46;55;51;56;66;62;73;63;69
6083;4;12;8;1;7;20;25;21;26;16;44;34;0;38;42;50;60;51;58;46;62;72;65;75;63
6084;11;8;4;5;2;28;17;21;26;18;41;38;0;44;32;47;52;60;55;48;72;74;68;61;63
6085;7;10;4;2;1;21;22;23;27;28;33;42;0;38;44;47;55;52;53;50;66;61;69;63;74
6086;11;7;12;1;8;27;26;16;24;22;41;33;0;32;38;51;55;49;59;58;73;63;69;64;65
6087;4;14;10;8;2;29;21;24;18;27;40;44;0;37;33;50;59;57;55;53;63;65;67;62;70
6088;14;5;7;9;3;30;16;27;26;22;32;44;0;33;34;57;56;52;53;49;73;66;68;63;70
6089;13;6;14;3;9;19;29;20;24;18;39;35;0;33;41;47;53;52;59;57;71;63;74;69;62
6090;13;10;3;8;2;21;30;27;29;16;45;36;0;44;38;55;52;47;50;46;69;62;66;73;61
6091;7;14;11;10;12;21;16;28;19;18;41;43;0;33;32;55;57;48;59;47;70;71;64;61;62
6092;12;1;3;9;6;16;23;17;28;19;40;38;0;37;33;46;53;52;54;48;64;72;65;63;66
6093;15;5;2;3;7;19;25;30;20;27;41;39;0;32;35;56;51;46;54;50;68;73;62;69;61
6094;12;2;14;13;11;27;16;30;29;20;35;38;0;32;41;49;48;47;54;50;68;74;71;73;64
6095;8;3;2;7;12;25;29;20;28;26;41;34;0;33;43;59;56;47;48;54;72;75;73;66;67
6096;8;1;9;14;12;24;30;16;21;27;37;32;0;36;31;56;51;48;54;46;69;66;63;62;73
6097;8;12;5;6;3;30;22;17;16;19;43;44;0;39;36;52;51;57;49;50;73;70;75;62;65
6098;7;10;13;2;4;16;22;26;20;17;32;33;0;41;43;53;55;58;50;48;67;63;72;69;68
6099;15;12;1;9;3;22;23;17;29;27;37;38;0;43;39;53;54;49;60;56;69;64;61;68;67
6100;1;8;10;3;7;29;26;16;20;17;40;41;0;39;38;58;57;53;50;52;74;69;63;71;68
6101;9;2;12;5;8;26;17;20;29;21;32;42;0;36;41;51;47;58;48;50;65;68;61;62;67
6102;4;12;13;2;14;26;21;16;23;30;33;36;0;42;38;50;47;54;52;48;64;67;69;74;68
6103;5;13;2;14;10;27;28;23;19;20;35;41;0;33;42;46;54;53;48;56;69;65;74;67;72
6104;13;10;9;2;14;21;25;18;16;29;32;35;0;37;41;48;54;57;46;53;68;61;69;71;64
6105;3;5;10;4;14;21;16;29;27;25;35;36;0;42;39;48;47;59;53;46;62;61;72;71;63
6106;12;9;11;6;5;20;19;22;25;21;40;35;0;36;41;56;59;46;52;51;63;65;61;66;68
6107;12;7;13;5;3;23;26;22;17;29;40;45;0;33;34;54;56;59;50;46;73;67;71;70;66
6108;8;11;7;10;12;26;18;22;16;30;45;34;0;37;35;47;52;57;60;50;73;74;62;65;72
6109;14;6;12;11;8;19;18;28;29;24;33;39;0;42;40;53;55;58;51;49;73;71;66;69;65
6110;12;9;13;5;15;21;20;29;26;18;34;33;0;35;38;58;53;60;47;46;68;64;70;71;73
6111;1;4;2;15;13;25;21;18;20;22;37;34;0;39;44;57;56;49;46;54;65;66;62;68;75
6112;12;9;13;14;8;17;29;25;24;22;32;36;0;31;44;49;58;50;52;51;70;73;67;61;69
6113;8;9;10;12;15;22;23;19;16;17;43;32;0;41;35;52;49;46;58;53;73;64;70;74;75
6114;3;10;15;13;11;25;22;17;23;19;44;40;0;42;31;56;52;57;48;59;62;63;73;68;66
6115;3;4;7;9;2;28;26;21;16;20;42;38;0;36;43;46;52;54;51;47;72;64;67;66;61
6116;14;11;5;4;8;30;19;22;24;27;38;45;0;36;43;47;56;50;60;55;75;64;65;66;73
6117;2;8;13;7;12;24;23;28;25;26;45;42;0;34;31;56;46;48;58;59;69;70;72;73;65
6118;10;5;2;9;6;22;16;28;17;30;32;39;0;44;34;46;49;50;59;56;74;63;68;73;64
6119;14;1;2;10;7;16;19;27;21;28;33;38;0;41;35;58;53;52;54;47;66;69;65;71;67
6120;9;13;8;3;11;24;30;16;27;17;41;40;0;36;32;53;49;51;59;50;68;62;63;72;66
6121;7;8;10;3;1;28;26;22;19;17;32;34;0;35;31;57;55;48;53;54;65;68;63;66;62
6122;11;10;1;12;13;20;26;28;23;27;44;42;0;33;39;48;51;54;56;50;74;72;66;70;63
6123;1;13;14;11;6;16;26;19;30;20;44;37;0;39;42;54;52;55;59;58;66;64;62;71;69
6124;10;7;14;9;11;25;18;23;26;16;31;43;0;33;36;46;54;48;59;50;64;70;72;65;62
6125;5;11;6;15;13;16;18;24;17;20;37;31;0;41;40;52;53;60;54;59;72;73;67;61;75
6126;14;12;6;9;1;18;16;19;20;22;45;36;0;35;38;51;46;53;57;55;65;67;73;64;69
6127;11;3;4;9;1;20;30;22;23;19;43;36;0;45;39;57;50;48;49;59;72;69;67;66;75
6128;2;10;3;1;4;25;29;16;18;19;35;38;0;31;36;57;46;48;54;55;62;71;67;70;69
6129;11;1;5;4;14;16;22;26;25;17;33;43;0;37;34;57;49;50;51;53;62;66;73;67;71
6130;13;3;15;8;7;17;29;21;22;23;34;40;0;35;36;53;59;55;54;60;73;69;70;66;61
6131;9;4;13;12;11;23;18;24;20;25;39;31;0;44;43;58;46;57;54;47;71;61;64;74;63
6132;13;9;14;1;3;18;29;26;21;16;43;37;0;34;35;58;51;60;53;48;61;71;63;62;66
6133;15;10;12;6;11;21;29;22;20;18;37;42;0;35;41;55;48;58;51;47;74;68;67;73;61
6134;11;12;8;4;1;27;30;19;24;29;43;37;0;39;41;51;52;58;55;60;63;65;70;71;68
6135;9;8;3;5;13;20;21;28;24;22;37;44;0;33;45;52;58;54;49;50;70;73;63;61;66
6136;6;10;2;1;11;26;21;16;23;30;37;41;0;40;34;51;49;46;47;55;61;69;67;66;65
6137;3;5;7;1;13;17;25;22;20;29;34;37;0;42;44;50;46;53;56;59;66;65;73;67;64
6138;4;14;8;13;12;16;17;30;22;20;40;34;0;44;33;51;48;59;54;58;70;72;68;65;64
6139;9;10;14;2;15;29;26;23;20;16;34;39;0;35;37;54;50;52;57;49;63;61;65;62;71
6140;14;8;10;1;5;17;18;25;16;28;37;34;0;35;44;60;46;47;53;57;68;63;69;70;65
6141;8;4;7;14;11;18;25;19;22;23;35;44;0;38;43;56;52;58;59;51;63;64;75;73;66
6142;5;8;6;3;13;23;29;20;24;16;39;40;0;45;42;57;52;51;49;55;71;75;73;62;69
6143;11;14;7;4;8;22;27;18;17;26;31;44;0;38;34;48;59;53;54;50;70;69;62;64;72
6144;10;7;2;8;9;16;25;23;18;22;34;45;0;31;32;50;51;46;49;55;65;71;72;63;67
6145;13;14;4;7;6;16;22;25;21;26;38;33;0;45;32;48;51;57;54;55;69;62;73;63;65
6146;12;13;11;2;8;28;20;25;26;21;43;36;0;40;38;47;59;54;53;50;70;62;66;69;74
6147;8;14;3;2;6;30;20;16;27;26;42;44;0;36;40;53;57;49;59;54;73;70;72;66;62
6148;14;8;7;6;15;19;28;22;30;27;39;44;0;38;41;58;49;56;51;57;66;73;70;71;63
6149;7;13;2;4;9;18;27;25;22;28;38;35;0;36;45;59;57;54;52;48;71;73;64;70;72
6150;10;5;4;13;11;25;18;20;28;29;40;42;0;43;39;52;56;46;47;54;74;75;73;61;66
6151;15;14;7;6;1;29;19;17;28;20;41;33;0;37;45;50;60;52;46;47;72;71;68;66;65
6152;12;3;10;1;2;23;21;16;25;22;39;33;0;40;31;50;46;56;51;54;63;74;69;75;70
6153;3;2;9;14;15;22;18;23;25;26;45;37;0;40;35;48;56;49;60;52;73;70;72;65;61
6154;6;9;8;7;3;30;16;28;22;18;44;42;0;31;45;53;52;50;60;59;75;71;64;66;65
6155;7;2;1;4;15;18;20;26;29;24;38;43;0;34;42;48;50;47;58;56;72;61;66;69;62
6156;10;1;8;3;7;24;19;21;26;23;32;34;0;37;44;48;50;47;57;58;75;62;72;61;65
6157;11;12;5;6;1;22;25;19;21;30;31;40;0;32;39;58;60;46;52;54;66;68;74;71;70
6158;12;13;1;4;14;21;28;16;27;29;36;44;0;41;31;48;57;47;54;60;67;71;72;64;65
6159;9;7;3;10;6;24;25;26;28;27;41;39;0;37;34;48;58;47;46;50;62;75;70;61;69
6160;9;3;14;4;11;16;20;27;17;23;42;34;0;35;40;48;54;59;50;55;72;61;63;73;66
6161;6;3;4;15;13;22;21;18;24;20;37;36;0;45;35;57;56;48;52;46;74;72;71;70;61
6162;2;15;10;7;6;28;22;19;27;29;39;40;0;37;36;55;47;46;51;57;66;75;70;73;65
6163;10;4;7;5;1;29;17;23;24;22;40;37;0;34;32;50;57;51;52;47;63;67;68;73;62
6164;1;14;9;6;15;27;30;25;23;16;43;35;0;33;42;53;50;49;54;48;65;64;72;70;62
6165;15;12;2;6;5;27;29;23;25;22;40;32;0;35;43;51;48;52;58;59;70;61;72;66;75
6166;4;11;8;3;7;29;24;26;19;30;39;40;0;38;43;52;55;56;57;59;72;71;61;69;74
6167;13;2;6;9;12;28;21;27;24;17;38;37;0;35;44;55;60;59;49;54;65;69;64;74;61
6168;8;14;10;11;13;19;29;28;18;30;45;35;0;42;36;56;55;54;58;47;63;71;70;73;62
6169;4;11;2;8;15;23;19;17;20;21;36;39;0;31;42;55;53;59;60;54;75;69;61;70;65
6170;6;11;3;8;2;16;24;25;18;27;39;31;0;43;35;52;58;47;49;57;72;70;63;74;69
6171;8;1;2;13;7;26;18;22;17;29;35;34;0;43;42;48;51;60;50;53;70;62;71;65;66
6172;4;15;9;11;1;17;22;16;18;19;31;40;0;32;38;48;59;60;53;49;66;73;64;69;63
6173;11;8;9;12;14;18;24;22;26;20;43;40;0;35;37;56;60;57;54;47;73;74;63;61;71
6174;9;11;10;13;8;26;29;17;20;25;44;36;0;40;45;59;49;57;58;51;67;73;66;62;64
6175;4;6;5;14;3;25;18;26;27;19;45;43;0;36;41;46;55;51;57;49;72;71;68;66;63
6176;12;7;14;10;1;16;29;17;18;26;45;38;0;43;33;51;56;48;57;53;69;63;66;64;70
6177;4;9;2;12;7;29;19;25;22;23;38;42;0;43;33;60;58;57;52;55;64;63;65;66;74
6178;3;11;7;9;6;19;28;20;26;25;35;39;0;42;43;53;51;54;46;50;75;69;62;63;61
6179;7;13;12;6;9;16;23;28;21;22;43;37;0;39;36;49;58;47;51;48;62;72;64;67;73
6180;11;3;4;2;6;24;19;28;18;26;44;42;0;39;32;50;55;52;58;46;74;61;64;63;66
6181;3;7;11;14;9;18;27;29;19;25;31;34;0;40;42;48;54;47;50;56;71;68;69;75;61
6182;10;14;9;12;4;29;27;24;28;16;38;34;0;41;44;50;48;46;54;47;61;72;73;70;74
6183;9;6;5;3;8;29;21;23;19;25;35;38;0;33;44;58;54;51;52;46;67;62;63;65;74
6184;9;6;8;5;4;26;24;21;27;28;41;37;0;39;35;58;53;47;49;46;61;75;70;63;72
6185;11;2;9;13;15;25;22;28;29;21;32;40;0;37;43;49;52;56;48;47;62;68;64;61;72
6186;7;3;13;14;4;17;29;23;16;26;41;39;0;45;40;54;52;58;51;47;61;65;63;72;62
6187;6;4;9;3;5;20;21;23;24;19;40;37;0;31;32;52;55;57;47;56;66;67;68;73;61
6188;4;3;13;8;9;27;26;22;19;21;43;38;0;35;41;47;60;59;51;54;68;74;72;71;70
6189;3;6;4;9;7;17;24;29;21;23;39;36;0;45;43;55;60;46;59;50;63;74;62;75;73
6190;8;10;3;4;12;19;24;25;30;22;32;36;0;43;39;48;56;60;54;52;73;72;71;63;66
6191;9;8;1;4;12;19;22;16;20;17;32;36;0;35;38;49;48;46;51;50;68;66;74;75;64
6192;5;3;7;9;8;18;17;27;20;25;41;42;0;37;35;57;47;53;51;50;73;67;69;72;65
6193;5;13;1;14;11;30;26;27;19;28;43;36;0;41;35;51;56;55;47;48;61;73;63;69;71
6194;10;12;6;9;5;18;29;20;17;22;36;43;0;39;31;49;57;58;52;56;65;61;67;68;73
6195;11;12;15;7;3;30;16;21;20;29;42;35;0;32;31;51;58;49;47;46;67;69;72;71;73
6196;14;6;4;1;15;24;22;25;28;30;41;37;0;40;34;50;52;58;60;51;64;70;69;75;66
6197;6;13;9;15;2;26;16;18;17;28;31;34;0;39;42;59;57;58;48;51;62;71;70;65;63
6198;5;1;8;6;12;16;28;27;24;22;38;39;0;44;35;46;59;48;53;50;66;64;63;62;74
6199;3;8;14;7;12;28;19;22;21;27;36;44;0;37;43;53;47;50;58;59;65;68;62;71;72
6200;8;15;11;6;14;17;28;22;20;24;34;43;0;44;40;53;48;54;56;47;61;69;73;72;70
6201;6;1;2;12;14;28;20;16;17;23;36;31;0;43;32;58;51;57;54;49;63;72;68;67;69
6202;5;4;3;13;6;28;27;22;19;24;39;33;0;36;31;59;48;50;49;53;63;68;66;69;72
6203;15;5;1;9;8;22;25;18;16;29;43;44;0;39;34;47;50;58;57;46;74;61;70;66;67
6204;1;13;14;12;3;19;17;18;29;24;42;33;0;36;38;56;48;52;50;51;73;61;69;63;65
6205;15;11;12;3;13;22;28;16;26;18;37;41;0;43;44;59;48;54;47;51;61;68;64;63;67
6206;9;4;7;11;2;27;19;17;21;29;43;34;0;42;38;54;48;53;49;55;70;69;75;74;61
6207;6;11;14;5;13;20;23;28;19;21;41;37;0;38;45;54;53;58;51;46;67;63;73;69;62
6208;14;15;11;4;9;20;25;19;22;18;38;42;0;40;44;52;59;56;48;47;70;62;74;66;61
6209;7;6;4;1;10;28;17;16;22;25;37;35;0;31;32;58;47;51;60;53;73;66;70;61;69
6210;3;5;11;15;13;27;25;22;17;19;32;31;0;35;37;46;50;52;58;59;73;65;71;67;64
